User,Content,Comments
늘처음처럼안성,"안녕하세요.
경기도 안성이고,보험설계사 준비중입니다.
아직 시험을 보지 못한 상태여서, 기출문제 자료 도움을 받고자 합니다.
많은 도움 부탁드립니다.
감사합니다.",[]
늘처음처럼안성,"안녕하세요.
보험설계사 시험을 준비하고있습니다.
많은 도움 부탁드립니다.
즐거운 하루 되세요~~
1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) :
3. 소속 보험회사 :
4. 보험경력 :
5. 보만세에서 얻고 싶은 것 :
6. 자기소개(경력, 영업방법 등) :
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] :
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[]
경북잘부탁해요,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
신분증은 챙겻는데 수험표는 없어도 되는걸로 아는데..혹시 수험표 꼭 있어야하나요",[]
그녀22,"손보 전속설계사로 3년이내 1년 이상 경력이 있습니다.
생보 설계사로 이직하여 생보시험은 합격했으나
제3보험은 불합격했는데요 ㅠ
제3보험은 손보 경력으로 시험을 안봐도 되는건가요?",[]
웅이웅이v,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 웅이웅이v
3. 소속 보험회사 : 예정
4. 보험경력 : 없습니다
5. 보만세에서 얻고 싶은 것 : 현재는 시험정보 설계사 등록이후엔 일하면서 도움되는 정보들
6. 자기소개(경력, 영업방법 등) : 아직 예정입니다
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 시험 정보
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[]
쭈루쭈루냥,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
안녕하세요 선배님들. 생명보험 시험을 준비하려는데
너무 헷갈려서요
저도 교차로 시작하면서 추 후에는 여기 계시는
선배님들처럼. 법인으로 갈 예정인데 ,
생명공통을 공부하는게 맞을까요?
유튜브로 공부하려하는데 너무 헷갈리네요
지금은 원수사에 있거든요
저희 회사 생명보험자격은 말고
공통으로 공부하고
추 후 보험연수원에. 생명공통으로 지원하면
되는걸까요?",[]
구름이구름이,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 구름이구름이
3. 소속 보험회사 : 없습니다
4. 보험경력 : 없습니다
5. 보만세에서 얻고 싶은 것 : 보험 및 시험정보를 얻고 싶습니다
6. 자기소개(경력, 영업방법 등) : 설계사 제의받은 예비설계사입니다
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 시험 검색하다 알게 되었습니다
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[]
율율맘,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
4월에 설계사 시험 보는데 정말 갑자기 결정된거라 지식이 부족하네요~손보에 제3시험이 있다는데 그것도 같이 합격해야 하는거라고 하고 이거 붙으면 생명쪽도 따로 또 봐야 하는 것 맞나요?~총 손보와 생명 그리고 제3보험 이렇게 보는게 맞나요?",[]
율율맘,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
김포/ 회사명은 아직없습니다/ 4월시험준비중/율율맘 가입인사 합니다~
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) :
율율맘
3. 소속 보험회사 : 아직 없습니다.
4. 보험경력 : 없습니다.
5. 보만세에서 얻고 싶은 것 : 보험에 관한 올바른 보험지식과 사항을 많이 배우고 싶습니다.
6. 자기소개(경력, 영업방법 등) : 경력은 없습니다. 예전부터 보험에 관심이 있어서 주변에 알려주다보니 관심이 생겼고 영업방법은 지금은 막연하지만 진심으로 고객들과 소통하는 설계사가 되어보고 싶습니다.
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 시험을 앞두고 설계사 시험에 관해 알아보다가 글들을 보고 카페에서 찾아 가입하게 되었습니다.
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[]
메이비21,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 메이비
3. 소속 보험회사 : 없어요
4. 보험경력 : 없어요
5. 보만세에서 얻고 싶은 것 : 자료및 보험 정보
6. 자기소개(경력, 영업방법 등) : 초보 dm 및 사회초년생을 대상으로
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 손해보험자격시험 검색
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[]
쥬리아이,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 쥬리아이
3. 소속 보험회사 : 설계사시험준비중
4. 보험경력 : 없음
5. 보만세에서 얻고 싶은 것 : 보험정보,경험담
6. 자기소개(경력, 영업방법 등) : 신입 준비중입니다. 잘부탁드립니다
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 보험검색
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[]
퀸 미쉘,"안녕하세요?
질문이 있습니다.
지금 설계 매니저 양성 교육을 받고 있는데 상품 설명을 해도 하나도 못 알아듣겠습니다.
무형의 상품이다 보니 그 의미와 무게가 와 닿지 않는 것이지요.
현장에서 설계하시는 선생님들은 그 많은 것들을 어떻게 배우셨는지요?
저희 강사님도 설계사로 20년을 근무하셨다고 하는데 정말 대단하신 것 같아요.
유튜브를 통해 설계사 자격시험 준비도 하고 있는데, 정말로 많은 보험 관련 정보가 있더라고요.
1. 가입자, 설계사, 회사 모두에게 가장 객관적으로 설명을 해주고 있는 유튜브 추천을 부탁드리고,
2. 저처럼 이쪽 업계를 전혀 알지 못하는 사람들을 위해 가장 먼저 배워야 할 것은 어떤 것이 있는지,
3. 추천할 만한 책은 어떤 것이 있는지 조언을 구하고 싶습니다.
읽어 주셔서 감사합니다.",[]
리플라이,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
대구+회사없음+리플라이 가입 인사드립니다!
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 리플라이
3. 소속 보험회사 : 없음
4. 보험경력 : 없음
5. 보만세에서 얻고 싶은 것 : 관련 시험자료 및 보험 상품 정보
6. 자기소개(경력, 영업방법 등) : 안녕하세요 보험에 대해 자세하게 공부하고 고민해보고자 가입했습니다!
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 검색어 입력(보험설계사자격증)
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[]
최고으이,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
우선 실적없으면 월급 없는거 당연하다고 생각합니다
지인영업 죽어도 하기 싫습니다
돈 못벌어도 되고 한달에 1건 계약 못해도되요
어줍잖은 정보로 고객가입 시켜서 욕먹고 눈탱이 때리는
설계사 너무 극혐해서
저는 1건 계약을 해도 정말 고객입장에서 계약해서
소개해주고 싶은 설계사가 되고싶습니다
아무것도 모른채로 tc로 지원해서
시험합격하고 아직 설계사코드 나오기전인데요
찾아보니 첫달부터 실적쪼으고 무조건 지인영업 본인보험 건들여야 위촉조건 충족되고 뭐 좀 제가 싫은부분들이
있어서요
신입이고 아직 일 시작전인데
내일 지점장님 만나서 업무에 관해 미팅갑니다
실적없으면 그냥 돈 한푼안나와도 되니
강요없이 전보험사 다 다루고 제가 공부하는것만큼
설계하고 영업하려면 제가 어떤 공부와 시험을
봐야하고 어디서 일을 해야하는건지
아무것도 모르는데 알려주세요
가능하면 메인보험사들은 다 다루고 싶습니다",[]
보험설명서임성환,"안녕하세요 보험을 쉽게 설명하기 위해 글을 쓰는 보험설명서
신한금융플러스 감탄본부 탄탄지점(남양주) 임성환 지사장입니다
토요일은 병원 인하우스 근무를 서는 날입니다
2군데 병원 인하우스를 하고 있는데..
토요일은 팀장님들이 공사다망하신 경우가 많고
병원에는 토요일에도 환자분들이 오시기에..
토요일은 보통 제가 두군데 중 한군데는 근무를 서고 있습니다
오늘은 성신여대입구역에 있는 한방병원을 가기 위해서
아침 일찍 GTX를 타고 운정중앙역 -> 서울역 -> 성신여대입구역으로 갑니다
차를 가지고 가기에는 너무 멀기도 멀고.. 내부순환도로가 언제 도착할지 몰라서
운정중앙역에 차를 버려두고 대중교통을 이용합니다
사실 대중교통으로 가는게 가끔 졸기도 하고 넷플릭스도 보면서
많은 것들을 할 수 있어서 더욱 여유로운 하루를 시작할 수 있습니다
생각보다 GTX는 엄청 빠르긴 하네요..
서울역까지 한 30분도 안걸리는 것 같습니다
오는 길에 요즘 매우 빠져있는 넷플릭스의 [폭싹 속았수다]를 보면서 오는데
부모님께 전화도 자주 드려야겠다는 생각도 들고..
누군가의 부모.. 누군가의 자녀라는 것이 참 큰 축복이구나 라는 것을 많이
느끼고 있습니다..
오늘 오면서 이 장면의 대사를 보고.. 살짝 눈물이 날 뻔 했네요..
""아빠는 왜 맨날 제일 일찍 나와?""
""아빠가 일찍 나와서 일하면.. 우리 가족들이 조금 더 잘 수 있을 것 같아서""
대부분의 부모님들이 이런 마음을 가지고 살아오시지 않았을까라는 생각이 듭니다
어쩌면 제가 함께 하고 있는 감사한 우리 팀장님들도
모두 이런 마음으로 하루하루 최선을 다하고 계실겁니다
영업이라는 것이 항상 아름다운 일은 아니기에.. 힘든 일도 겪으실테고,
정해진 소득이 아니기에 소득에 대한 부담도 갖고 계실것이고
또 가끔은 사람 때문에 '더럽고 치사한'경우도 있을 수 있겠지요..
모두 일을 시작하실 때, 우리 가족, 우리 아이가 조금 더 좋은 환경에서
행복하게 살 수 있도록 모든 어려움과 불안감을 이겨내고 오늘도
영업활동에 최선을 다하고 계실 거라 생각합니다
요즘 영업현장이 어려운지, 리크루팅/입사 문의도 많이 오고 광고도 많은 것 같습니다
사실 자리가 없어서 오신다는 분도 못 받고 있긴 합니다
인스타에도, 페이스북에도 정말 많은 광고들이 올라오고 있는데
보험회사의 허들이 낮은 것도 있겠지만..
마치 모든 것을 다 해줄것처럼, 여기면 다 성공하는 것처럼 해놓고
막상 오면 방치하고, 실적을 강요하고, 눈치주고 이런 일들이
비일비재 한것 같습니다
마음이 안타까운 부분도 있고, 적어도 우리 지점은 그렇게 하지 말아야지
라는 생각으로 운영하고 있습니다
물론 저도 사무실을 운영하는 입장에서 자리 한 자리당 기본비용
특히 저희 지점의 경우는 PC 등을 기본으로 제공하기에 기회비용은 더 큽니다
그래서 한분 한분 더 소중히 모셔야 하기도 합니다
저와 함께 하는 팀장님들은 누군가의 소중한 배우자, 누군가의 소중한 엄마입니다
가족들의 행복을 위해서 어려운 일을 택하신 만큼
밖에서 충분히 고객들과 힘들게 영업활동을 하시고 오신 만큼
지점 안에서는 누구보다 행복하게 대접받으면서 계셔야 한다고 믿고 있습니다
가끔 입사 문의를 주시는 분들도 계신데, 정말로 자리도 없고
제가 감당할 수 있는 인원의 수가 넘어가서(저희 지점은 신인분들이 대부분입니다)
심지어 아예 시험도 여기서 공부해서 보신 신인분들이 대부분입니다
그러다보니, 인원이 많이 늘어나면 제가 감당할 수 있는 범위를 벗어나게 됩니다
곧 6자리 정도를 추가할 계획입니다(한줄 들어갈 공간을 확보하고 있습니다)
새로운 알바생을 충원하여 전산교육/전산작업(보장분석 수기작성) 등을 맡기려 합니다
아무래도 팀장님들께서 엑셀 수기 작업등에 많은 시간을 보내시기에
그 작업의 수고로움이라도 덜어 드리려 합니다
물론 만들 줄은 알아야 하기에 교육은 그대로 합니다
오늘 하루도 [부모]라는 이름으로
하루하루 최선을 다하고 계신 팀장님들께 진심으로 존경을 표하며
금요일에도 청약서를 뽑아가서 고객을 만나고 계실 우리 탄탄지점 팀장님들
토요일 병원 인하우스 근무를 서고 계신 팀장님
진심으로 감사드립니다
조금은 바쁜, 그리고 바쁠 3월입니다
모두들 봄날씨처럼 따뜻하고 행복한 3월 주말 되시기 바랍니다
곧, 보만세의 새로운 아이템과 여러가지 칼럼들로 찾아뵙도록 하겠습니다
원본 저장하기",[]
큰기쁨,"오늘은 맛집에서 고객님과 점심식사를 하고
왜 음식 사진을 찍냐 물으셔서
영업일기를 쓰려한다. 커뮤니티에서 내가 제일 많이 쓴다. 라고 했네요.ㅋㅋㅋ
그러고 나서 삼실들어와서
4시간 앉아서 설계 정리.
전자서명 정리하고 상품 파악하고
마지막 점검하고
4명에게 보장성 건강보험 완료. 주말과 월욜까지는 서명하기로 하고요. 진짜 찐으로 설계와 보장분석 제대로 하고 수고와 정성을 들였네요.
4명외에 3명은 동네분들인데 그건 오늘 밤부터 작업하려합니다.
오늘 삼실대표님에게
나는 지점을 차려서 나가려고 한다. 라고 했네요. 어디로 가려고 하느냐면서 이 회사를 떠나느냐고 물으시네요ㅎ
절차를 알아봐주신다고 하네요. 지금 삼실은 지사이고
자격증 시험공부할때 기억나는 대리점차리려면 보증금 1억인가 3억인가 ㅋㅋ 그것도 물어보니 일단 본사에 문의한다고 하시네요.
ㅎㅎㅎ 질문도 답도 시트콤같은 대화들. ㅎ
글제목이 손을 펴라인데
움켜쥐지말고 손을 펴면 더 많이 들어오는걸 경험한 한주였습니다.^^
모두들 월~금 일주일 고생하셨습니다!!
원본 저장하기",[]
한국이러닝협회,"안녕하세요. 한국이러닝협회입니다.
내일배움카드로 저렴하게 수강할 수 있는 보험업계에서 필수 자격증으로 손꼽히는
손해사정사 교육과정을 소개합니다. :)
손해사정사는 보험 사고에 대한 정확한 손해를 산정하고 보상 처리를 담당하는 전문가로서,
보험개발원에서 주관하고 있는 자격증 시험을 통해 자격을 부여받을 수 있습니다.
보험업계에서 종사하시는 분들뿐만 아니라, 보험사, 손해사정법인, 로펌 보험 관련 부서 등에서
경력을 쌓고 전문가로 활동하기를 희망하시는 분들이 선호하고 많이들 취득하시는 자격증입니다.
앞으로의 전망이 밝은 유망 직종이지만, 자격증을 취득하기 위해서 치러야 하는 시험이
학습량이 방대하고 복잡한 이론들을 공부해야해서 많은 분들이 어려움을 겪고 계시죠.
이러한 손해사정사 자격증 준비! 국민내일배움카드로도 할 수 있다는 사실, 알고 계셨나요?
한국이러닝협회는 실업자(구직자)와 근로자(재직자) 모두가 수강할 수 있는 강의를 운영하고 있습니다!
게다가 이러닝 교육이기 때문에, 시간과 장소의 구애를 받지 않고
수강생들의 스케줄에 따라서 유연하게 수강하실 수 있답니다:)
수강생들에게는 각 과정에 해당하는 교재도 무료로 제공해드리고 있어요!
손해사정사 1차 시험에서는 손해사정이론, 보험계약법, 보험업법을 공통과목으로 시행하고 있는데요,
한국이러닝협회에서는 이 3가지 과목 모두 운영중에 있으며 할인된 금액으로 수강 가능합니다!
빠른 합격으로 가는 지름길!
국비지원을 받아 비용에 대한 부담은 덜고
전문강사 선생님과 함께하는 손해사정사 시험 준비, 지금 바로 도전해보세요!
[한국이러닝협회 사이트 바로가기]
https://jobgo.ne.kr
성적우수자 이벤트 매 달 성적 우수자 10명을 선정하여 2만원 상당의 기프티콘 을 보내드립니다! 매달 훈련 종료된 학습자 중에서 상위 10명 선정 (동점자의 경우 평가 횟수가 많은 학습자 선정) 자세히보기 1 2 3 4 정지 국민내일배움카드 실업자/근로자 개강일 12월 05일(목요일) 수강신청 12월 04일 15시까지 신청매뉴얼 국민내일배움카드 발급 고용24 수강신청 잡고 수강신청 학습매뉴얼 PC 수강 모바일 수강 증명서 발급 학습지원센터 1899-1919 실시간 챗봇 상담 평일 09:00~18:00 l 점심시간 12:00~13:0...
jobgo.ne.kr
[수강신청 바로가기]
과정 유형
과정명
수강신청 링크
실업자 과정
손해사정이론
https://jobgo.ne.kr/edu/eduLectureView.php?seq=3100&contentsCode=Y0PO0V
new보험계약법
https://jobgo.ne.kr/edu/eduLectureView.php?seq=3079&contentsCode=WYL3NV
new보험업법
https://jobgo.ne.kr/edu/eduLectureView.php?seq=2887&contentsCode=29VOOX
근로자 과정
손해사정이론
https://jobgo.ne.kr/edu/eduLectureView.php?seq=2888&contentsCode=ZUBQUO
new보험계약법
https://jobgo.ne.kr/edu/eduLectureView.php?seq=2886&contentsCode=49WGOH
new보험업법
https://jobgo.ne.kr/edu/eduLectureView.php?seq=3080&contentsCode=YVVQB4
(※ 매주 목요일마다 개강을 하고 있으며, 수강신청 마감일은 전날 수요일 오후 15시에 마감됩니다. 참고 바랍니다.)
마지막으로 잠깐!
국민내일배움카드가 아직까지 없으신 분들을 위해 국민내일배움카드에 대해서 소개해드릴게요!
국민내일배움카드는 실업자, 근로자, 대학생, 자영업자 모두 훈련을 희망하는 국민이라면 누구나 신청 가능하며,
5년간 300~500만원 한도 내에서고용노동부로부터 인정받은 적합훈련과정을 수강하는 경우
훈련비의 일부 또는 전액을 지원 받을 수 있습니다.
※ 지원 제외 대상
①공무원, 사립학교 교직원
②졸업까지 수업연한이 2년이 초과하여 남은 대학생 및 졸업예정자가 아닌 고등학생
③연 매출 1억 5천만원 이상의 자영업자
④월 임금 300만원 이상인 대규모기업 근로자(만 45세 미만)
⑤월 소득 300만원 이상인 특수형태근로종사자 등
⑥만 75세 이상자 등
상시신청 가능하며, 가까운 고용센터를 방문하거나 고용24를 통해 신청 가능합니다.
(구비 서류 : 신분증, 직업능력개발계좌(내일배움카드)발급 신청서, 개인정보의 수집ㆍ이용에 관한 동의서, 기타 지원대상별 입증 서류)
국민내일배움카드가 아직 없으시다면 발급 받아 국비지원 받아보세요!
https://www.gov.kr/portal/service/serviceInfo/149200000026
그리고 보험설계사로 일하고 계실 경우
일반 훈련생들 보다 더 많은 할인을 받아서 수강 가능하다는 사실!
산업안전보건법 시행령 제67조 1항에 따르면, 보험설계사는 특수형태근로종사자에 해당하는데요.
특수형태근로종사자는 국민취업지원제도Ⅱ유형으로 특정계층에 해당하여
국민내일배움카드 훈련 참여시 국민취업지원제도Ⅰ유형과 동일한 정부지원금액을 받을 수 있습니다.
국민취업지원제도Ⅱ유형 (특정계층)의 경우
최소 80% ~ 최대 100% 할인된 가격으로 강의 수강이 가능하니
잊지마시고 신청하셔서 할인된 가격으로 만나보세요~
(일반 훈련생의 경우 최소 45% ~ 최대 75% 할인)
국민취업지원제도와 신청방법에 대해서는 아래 링크에서 더 자세히 알아보세요!
https://1350.moel.go.kr/home/hp/counsel/csinfo.do?cs_idx=1
원본 저장하기",[]
축구쟁이,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) :
축구쟁이
3. 소속 보험회사 : 아직없음
4. 보험경력 : 없음
5. 보만세에서 얻고 싶은 것 : 정보
6. 자기소개(경력, 영업방법 등) : 시험준비중
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 검색
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[]
해태 타이거즈,"시험 준비를 하면서 보았던 내용 이지만,
반복 학습에 대한 거부감이 좀 들기는 하지만
그래도 법적으로 받아야 하는 교육 이기에
보험 연수원 어플 깔아서 열심히 듣고 있습니다.
다시 날씨가 따듯해 진다고 하니
사람들에 마음도 다뜻해 져서 밝은 나라가 되었으면 좋겠습니다",[]
